"","...1","...2","...3","...4","...5","...6","date","tweet","word","source_file","masked_tweet","logp.jewish","logp.israeli","norm.logp.israeli","norm.logp.jewish","diff","included.l1","included.l2","included.l3","logp.muslim","logp.american","logp.gay","logp.black"
"544",580,580,580,580,629,1349,2023-10-26,"I should be senator instead I’m also from Pittsburgh and I also dress like a slob but I’m NOT a Zionist","zionist","scraped_tweets_zionist_87626.json","I should be senator instead I’m also from Pittsburgh and I also dress like a slob but I’m NOT a <mask>",-8.38413856748338,-16.0329997530225,-11.125733304911,-5.004977165593,6.12075613931797,TRUE,TRUE,TRUE,-8.12390793934398,-10.1279149771009,-9.84944439428378,-12.0677934652127
"545",581,581,581,581,630,1350,2023-10-26,"So your logic is there's no way an 18 y/o can be legitimately anti-Zionist but it's totally fine if that same 18 y/o goes to Israel as a colonist and steals someone's house in the West Bank?","zionist","scraped_tweets_zionist_87626.json","So your logic is there's no way an 18 y/o can be legitimately anti-<mask> but it's totally fine if that same 18 y/o goes to Israel as a colonist and steals someone's house in the West Bank?",-5.56997891001626,-4.04299499145756,0.864271456653977,-2.19081750812588,-3.05508896477985,FALSE,FALSE,FALSE,-5.89010943159325,-3.00748482712962,-5.73701016523077,-5.74418679618988
"546",582,582,582,582,631,1354,2023-10-26,"twitter done suspended me cause i told a zionist to X themselves owt. longest 12 hours of my life","zionist","scraped_tweets_zionist_87626.json","twitter done suspended me cause i told a <mask> to X themselves owt. longest 12 hours of my life",-9.60178948695777,-13.9268764147381,-9.01960996662656,-6.22262808506739,2.79698188155918,TRUE,TRUE,TRUE,-6.67003857714542,-11.5451891420686,-7.06573806987803,-8.49784543303696
"547",583,583,583,583,632,1357,2023-10-26,"man i’m literally a regular h3 viewer but the parts where he brings this up is literally unbearable 

just like 45 minutes of him raging against random pro palestine tweers on the internet he claims ‘disrespectful’ with “i’m not even a zionist” dispersed throughout","zionist","scraped_tweets_zionist_87626.json","man i’m literally a regular h3 viewer but the parts where he brings this up is literally unbearable 

just like 45 minutes of him raging against random pro palestine tweers on the internet he claims ‘disrespectful’ with “i’m not even a <mask>” dispersed throughout",-2.5054498415185,-8.259414994074,-3.35214854596246,0.873711560371884,4.22586010633435,FALSE,FALSE,FALSE,-2.53486811551523,-7.92478026125312,-6.98290547564056,-6.61538711782375
"548",584,584,584,584,633,1358,2023-10-26,"Richard Tice is a Zionist supporter. 
= Controlled opposition 
If elected he'd serve the usual suspects. 
Am I right ?
LeaveWEF
 IssueInternet
 s_stan1
 Sarathiel22
 SerenaJB3
 MelishMarcus
 PaulRim12810742","zionist","scraped_tweets_zionist_87626.json","Richard Tice is a <mask> supporter. 
= Controlled opposition 
If elected he'd serve the usual suspects. 
Am I right ?
LeaveWEF
 IssueInternet
 s_stan1
 Sarathiel22
 SerenaJB3
 MelishMarcus
 PaulRim12810742",-7.42117056593565,-12.4662429685752,-7.55897652046366,-4.04200916404527,3.5169673564184,TRUE,TRUE,TRUE,-7.11465370819957,-10.2499859892403,-9.63859199588971,-8.62753775350251
"549",585,585,585,585,634,1360,2023-10-26,"Hold on.. who gave you the right to talk on behalf of the Egyptians? 
I’m an Egyptian and all the people of Egypt support Palestinians and Palestine cause. we believe that their land must be freed from the Zionist occupation not be displaced from their HOMELAND!","zionist","scraped_tweets_zionist_87626.json","Hold on.. who gave you the right to talk on behalf of the Egyptians? 
I’m an Egyptian and all the people of Egypt support Palestinians and Palestine cause. we believe that their land must be freed from the <mask> occupation not be displaced from their HOMELAND!",-6.24287570696374,-0.223312082746775,4.68395436536476,-2.86371430507336,-7.54766867043812,FALSE,FALSE,FALSE,-6.42713030460455,-6.18107586788464,-13.8585384123124,-12.0897498941317
"550",586,586,586,586,635,1361,2023-10-26,"This should be the draft resolution of the international peace conference China is calling: I call on the Zionist occupiers to release their 7 million Palestinian prisoners and all the land of Palestine immediately!  FREE PALESTINE!","zionist","scraped_tweets_zionist_87626.json","This should be the draft resolution of the international peace conference China is calling: I call on the <mask> occupiers to release their 7 million Palestinian prisoners and all the land of Palestine immediately!  FREE PALESTINE!",-6.4834723789414,-1.45947383982319,3.44779260828835,-3.10431097705102,-6.55210358533936,FALSE,FALSE,FALSE,-5.64389846316858,-4.77258212882692,-12.1390874553189,-10.469262145511
"551",587,587,587,587,636,1362,2023-10-26,"""Zionists"" tried like 20 times to get the Arabs to agree to the 2 state solution. Islamists keep declining, then attacking, then losing, then crying because they're so oppressed","zionist","scraped_tweets_zionist_87626.json","""<mask>"" tried like 20 times to get the Arabs to agree to the 2 state solution. Islamists keep declining, then attacking, then losing, then crying because they're so oppressed",-6.6766675422575,-4.08153895046499,0.825727497646547,-3.29750614036712,-4.12323363801366,TRUE,FALSE,FALSE,-3.51579533946188,-5.54136941093944,-9.31649815009409,-10.0330252726199
"552",588,588,588,588,637,1366,2023-10-26,"Don't ever let it be said that Zionists don't know what they're doing and/or supporting. There's a reason they are afraid of civilians and their children.","zionist","scraped_tweets_zionist_87626.json","Don't ever let it be said that <mask> don't know what they're doing and/or supporting. There's a reason they are afraid of civilians and their children.",-8.67574979469737,-5.41541675320626,-0.508150305094722,-5.29658839280699,-4.78843808771226,TRUE,FALSE,FALSE,-4.12919145144118,-3.6354543935573,-10.1406236479015,-8.36011920759412
"553",589,589,589,589,638,1369,2023-10-26,"Immoral inexcusable Nazis in WW2: ""See that minority?  We're superior, the land is ours, they should be removed & whatever we do is justified."" 

Zionists: ""See that minority?  We're superior, the land is ours, they should be removed & whatever we do is justified"" 

#NEVERGAIN","zionist","scraped_tweets_zionist_87626.json","Immoral inexcusable Nazis in WW2: ""See that minority?  We're superior, the land is ours, they should be removed & whatever we do is justified."" 

<mask>: ""See that minority?  We're superior, the land is ours, they should be removed & whatever we do is justified"" 

#NEVERGAIN",-7.74819402105097,-7.18763127577796,-2.28036482766642,-4.36903261916059,-2.08866779149416,TRUE,TRUE,FALSE,-5.43343730897021,-4.53812008664101,-9.68413088760537,-9.66369105878889
"554",590,590,590,590,639,1370,2023-10-26,"#Israel assassinates family of Al Jazeera journalist in #Gaza. The journalist's home was attacked in retaliation for denouncing Zionist war crimes against the #PalestinianPeople.","zionist","scraped_tweets_zionist_87626.json","#Israel assassinates family of Al Jazeera journalist in #Gaza. The journalist's home was attacked in retaliation for denouncing <mask> war crimes against the #PalestinianPeople.",-6.12618106690207,-0.64933455288623,4.25793189522531,-2.74701966501169,-7.00495156023699,FALSE,FALSE,FALSE,-9.65540779304047,-6.19377108364709,-11.0624592511349,-12.1251606402569
"555",591,591,591,591,640,1371,2023-10-26,"You know the Zionist claim that Israel could wipe out Gaza tomorrow if it wanted to, but doesn’t because it’s supposedly more moral and wants peace? 

Well…so much for that argument.","zionist","scraped_tweets_zionist_87626.json","You know the <mask> claim that Israel could wipe out Gaza tomorrow if it wanted to, but doesn’t because it’s supposedly more moral and wants peace? 

Well…so much for that argument.",-5.44087347842338,-3.94217499017852,0.965091457933017,-2.061712076533,-3.02680353446601,FALSE,FALSE,FALSE,-7.84759050346516,-5.34483667721634,-10.9850352033165,-11.0519589305893
"556",592,592,592,592,641,1374,2023-10-26,"Watch this video about Tantura. #Zionist fascist genocidal ethnic cleansing of Palestine has gone on for 8 decades. The world was sleeping. No more.
 
#FreePalestine #Gaza_Genocide","zionist","scraped_tweets_zionist_87626.json","Watch this video about Tantura. #<mask> fascist genocidal ethnic cleansing of Palestine has gone on for 8 decades. The world was sleeping. No more.
 
#FreePalestine #Gaza_Genocide",-8.22677404021322,-3.89071866251521,1.01654778559633,-4.84761263832284,-5.86416042391916,FALSE,FALSE,FALSE,-6.43852584546256,-8.10099338299174,-12.1155817235812,-11.0826044494495
"557",593,593,593,593,642,1375,2023-10-26,"dont act like feminists on here came out at the same with their ''rape is bad'' tweets with no malicious intent. they actively tried to create an association with war time rape and palestinian liberation. which zionists still repeat with no source, u can thank urself 4 tht","zionist","scraped_tweets_zionist_87626.json","dont act like feminists on here came out at the same with their ''rape is bad'' tweets with no malicious intent. they actively tried to create an association with war time rape and palestinian liberation. which <mask> still repeat with no source, u can thank urself 4 tht",-7.70646589900115,-13.4113230091956,-8.50405656108406,-4.32730449711077,4.1767520639733,FALSE,FALSE,FALSE,-6.55713940941043,-8.90926777612605,-7.11849276947864,-9.24981824378191
"558",594,594,594,594,643,1377,2023-10-26,"literally yes, there are some wild threads by former zionists that get into the depth and extent of propaganda around israel they grew up in and it’s a prageru level of revisionism","zionist","scraped_tweets_zionist_87626.json","literally yes, there are some wild threads by former <mask> that get into the depth and extent of propaganda around israel they grew up in and it’s a prageru level of revisionism",-0.599221631976169,-4.41704210619375,0.490224341917787,2.77993976991421,2.28971542799643,FALSE,FALSE,FALSE,-3.73340190351847,-5.32762026105474,-8.48435106700538,-7.82643831988961
"559",595,595,595,595,644,1378,2023-10-26,"A Zionist genocide next door and the Foreign Affairs muppet decides that this is a priority. Are there not people in Gaza who need clean water?!? Are there not people in Gaza, Ramallah and occupied East Jerusalem who need help?!?","zionist","scraped_tweets_zionist_87626.json","A <mask> genocide next door and the Foreign Affairs muppet decides that this is a priority. Are there not people in Gaza who need clean water?!? Are there not people in Gaza, Ramallah and occupied East Jerusalem who need help?!?",-4.12394406706873,-7.42727635887272,-2.52000991076118,-0.744782665178346,1.77522724558284,FALSE,FALSE,FALSE,-4.45489985914811,-10.8780922351605,-7.83590634540439,-5.71178318599067
"560",596,596,596,596,645,1381,2023-10-26,"On etsy ? The site who doesn't do anything about the people selling straight up nazi paraphernalia? Zionists really know which fights to pick, don't they?","zionist","scraped_tweets_zionist_87626.json","On etsy ? The site who doesn't do anything about the people selling straight up nazi paraphernalia? <mask> really know which fights to pick, don't they?",-12.7243771666318,-13.0820351309843,-8.17476868287276,-9.34521576474142,-1.17044708186865,TRUE,TRUE,FALSE,-11.527125089123,-8.96367392399912,-11.3209321622824,-14.2911388551264
"561",597,597,597,597,646,1383,2023-10-26,"If your example of a 'Christian Nationalism' is a Zionist, then I want no part in it.","zionist","scraped_tweets_zionist_87626.json","If your example of a 'Christian Nationalism' is a <mask>, then I want no part in it.",-6.47252673555254,-13.9636610186131,-9.05639457050156,-3.09336533366216,5.96302923683941,TRUE,TRUE,TRUE,-5.68892207875341,-10.1017873211273,-11.1197885328556,-11.4106199907452
"562",598,598,598,598,647,1384,2023-10-27,"It’s something about watching people praise Kim K (a Zionist) for some nipple print bras while also feigning distress & defeat on the timeline over this ongoing genocide in Gaza","zionist","scraped_tweets_zionist_45092.json","It’s something about watching people praise Kim K (a <mask>) for some nipple print bras while also feigning distress & defeat on the timeline over this ongoing genocide in Gaza",-6.38197677101471,-12.982949473751,-8.07568302563946,-3.00281536912433,5.07286765651514,FALSE,FALSE,FALSE,-4.67773827144357,-10.6495609037744,-9.61137702766759,-6.5828396247749
"563",599,599,599,599,648,1386,2023-10-27,"The ground invasion has begun. Explaining fascist opportunism and Zionist genocide will be done at the same time. 

Catch me tonight at midnight CST:

","zionist","scraped_tweets_zionist_45092.json","The ground invasion has begun. Explaining fascist opportunism and <mask> genocide will be done at the same time. 

Catch me tonight at midnight CST:

",-5.11795730384129,-6.14862734772781,-1.24136089961627,-1.73879590195091,-0.497435002334633,TRUE,FALSE,FALSE,-5.75653158624825,-5.41952195514817,-8.16097634097259,-4.02892839775452
